#FileName      f0(CircleFit) [Hz]       Ql      beta1      beta2        Q0     Data removed [%]
Bruker_0T_77K.S2P    8170821744.362369    55838.1188089313    0.05555408511653968    0.09908528803625248    64472.89049957557    16.738197424892704
LaserTreatedCopper.S2P    9018694921.227945    2657.948871901303    0.002505139687474597    0.004452564937962168    2676.442095061505    59.33791380387258
PPR_SunamSunam_77K.s2p    1229960747.4519465    463.632677788544    0.6094198795402747    0.011175555168349477    751.361001005849    73.31670822942644
